award_id,venue_id,venue_name,year,year_status,award_name,award_category,award_rank,title,authors,paper_id,doi,official_url,proceedings_url,publisher_url,secondary_url,source_title,source_url,source_type,source_priority,verification_status,confidence,conflict_status,conflict_notes,topic_primary,topic_secondary,topic_tags,representative_role,milestone_candidate,impact_notes,missing_fields,notes
PPoPP-2021-A02,PPoPP,PPoPP,2021,complete,Best Artifact Award,best_artifact,Winner,NBR: Neutralization Based Reclamation,Ajay Singh|Trevor Brown|Ali Mashtizadeh,PPoPP-2021-P0013,10.1145/3437801.3441625,https://www.acm.org/conferences/best-paper-awards-2021,,https://doi.org/10.1145/3437801.3441625,,ACM Best Paper Awards 2021 archive; PPoPP 2021 homepage,https://www.acm.org/conferences/best-paper-awards-2021,official_page,primary,verified,high,corrected_second_wave,Converted from incorrect Best Paper row to official artifact award.,PPOPP-T01,scalable_synchronization_and_concurrent_data_structures,concurrency|memory_reclamation,milestone,yes,Official Best Artifact Award; artifact reuse not audited.,,Added during second wave from official homepage on 2026-06-27. Topic corrected to memory reclamation/concurrent data structures during second wave. Canonical artifact source updated during second wave on 2026-06-27 from award-source agent; parent direct fetch of ACM archive may be access-blocked.
PPoPP-2022-A01,PPoPP,PPoPP,2022,complete,Best Paper Award,best_paper,Winner,The Performance Power of Software Combining in Persistence,Panagiota Fatourou|Nikolaos Kallimanis|Eleftherios Kosmas,PPoPP-2022-P0019,10.1145/3503221.3508426,https://ppopp22.sigplan.org/,,https://doi.org/10.1145/3503221.3508426,,PPoPP 2022 official homepage,https://ppopp22.sigplan.org/,official_page,primary,verified,high,corrected_second_wave,First-wave row conflicted with official PPoPP 2022 award section.,PPOPP-T99,uncertain_misc_parallel_algorithms,needs_review,milestone,yes,Official award signal; citation/adoption impact not audited.,,Corrected during second wave from official homepage on 2026-06-27.
PPoPP-2022-A02,PPoPP,PPoPP,2022,complete,Best Paper Award,best_paper,Winner,Lock-Free Locks Revisited,Naama Ben-David|Guy E. Blelloch|Yuanhao Wei,PPoPP-2022-P0023,10.1145/3503221.3508433,https://ppopp22.sigplan.org/,,https://doi.org/10.1145/3503221.3508433,,PPoPP 2022 official homepage,https://ppopp22.sigplan.org/,official_page,primary,verified,high,corrected_second_wave,First-wave row conflicted with official PPoPP 2022 award section.,PPOPP-T01,scalable_synchronization_and_concurrent_data_structures,concurrency|synchronization,milestone,yes,Official award signal; citation/adoption impact not audited.,,Corrected during second wave from official homepage on 2026-06-27.
PPoPP-2022-A03,PPoPP,PPoPP,2022,complete,Best Paper Award,best_paper,Winner,Interference Relation-Guided SMT Solving for Multi-Threaded Program Verification,Hongyu Fan|Weiting Liu|Fei He,PPoPP-2022-P0016,10.1145/3503221.3508424,https://ppopp22.sigplan.org/,,https://doi.org/10.1145/3503221.3508424,,PPoPP 2022 official homepage,https://ppopp22.sigplan.org/,official_page,primary,verified,high,corrected_second_wave,First-wave row conflicted with official PPoPP 2022 award section.,PPOPP-T04,parallel_compilers_languages_and_programming_models,compiler|programming_model,milestone,yes,Official award signal; citation/adoption impact not audited.,,Corrected during second wave from official homepage on 2026-06-27.
PPoPP-2022-A04,PPoPP,PPoPP,2022,complete,Best Artifact Award,best_artifact,Winner,PathCAS: An Efficient Middle Ground for Concurrent Search Data Structures,Trevor Brown|William Sigouin|Dan Alistarh,PPoPP-2022-P0029,10.1145/3503221.3508410,https://ppopp22.sigplan.org/,,https://doi.org/10.1145/3503221.3508410,,PPoPP 2022 official homepage,https://ppopp22.sigplan.org/,official_page,primary,verified,high,corrected_second_wave,First-wave row conflicted with official PPoPP 2022 award section.,PPOPP-T01,scalable_synchronization_and_concurrent_data_structures,concurrency|synchronization,milestone,yes,Official award signal; citation/adoption impact not audited.,,Corrected during second wave from official homepage on 2026-06-27.
PPoPP-2023-A01,PPoPP,PPoPP,2023,complete,Best Paper Award,best_paper,Winner,Provably Fast and Space-Efficient Parallel Biconnectivity,Xiaojun Dong|Letong Wang|Yan Gu|Yihan Sun,PPoPP-2023-P0005,10.1145/3572848.3577483,https://ppopp23.sigplan.org/,,https://doi.org/10.1145/3572848.3577483,,PPoPP 2023 official homepage,https://ppopp23.sigplan.org/,official_page,primary,verified,high,corrected_second_wave,"First-wave row listed Block-STM, but official homepage names this paper.",PPOPP-T99,uncertain_misc_parallel_algorithms,needs_review,milestone,yes,Official award signal; citation/adoption impact not audited.,,Corrected/added during second wave from official homepage on 2026-06-27.
PPoPP-2023-A02,PPoPP,PPoPP,2023,complete,Best Artifact Award,best_artifact,Winner,High-Performance and Scalable Agent-Based Simulation with BioDynaMo,Lukas Breitwieser|Ahmad Hesam|Fons Rademakers|Juan Gómez Luna|Onur Mutlu,PPoPP-2023-P0014,10.1145/3572848.3577480,https://ppopp23.sigplan.org/,,https://doi.org/10.1145/3572848.3577480,,PPoPP 2023 official homepage,https://ppopp23.sigplan.org/,official_page,primary,verified,high,none,Added missing official artifact award row.,PPOPP-T12,scientific_domain_parallel_algorithms,scientific_workload,milestone,yes,Official award signal; citation/adoption impact not audited.,,Corrected/added during second wave from official homepage on 2026-06-27.
PPoPP-2024-A01,PPoPP,PPoPP,2024,complete,Best Paper Award,best_paper,Winner,ConvStencil: Transform Stencil Computation to Matrix Multiplication on Tensor Cores,Yuetao Chen|Kun Li|Yuhao Wang|Donglin Bai|Lei Wang|Lingxiao Ma|Liang Yuan|Yunquan Zhang|Ting Cao|Mao Yang,PPoPP-2024-P0025,10.1145/3627535.3638476,https://ppopp24.sigplan.org/program/program-PPoPP-2024,,https://doi.org/10.1145/3627535.3638476,,SIGPLAN2024 official program badge,https://ppopp24.sigplan.org/program/program-PPoPP-2024,official_page,primary,verified,high,none,,PPOPP-T07,sparse_tensor_stencil_and_linear_algebra_kernels,numeric_kernel|sparse_or_tensor,milestone,yes,impact_needs_review,,
PPoPP-2025-A01,PPoPP,PPoPP,2025,complete,Distinguished Paper,distinguished_paper,Winner,Publish on Ping: A Better Way to Publish Reservations in Memory Reclamation for Concurrent Data Structures,Ajay Singh|Trevor Brown,PPoPP-2025-P0010,10.1145/3710848.3710890,https://ppopp25.sigplan.org/program/program-PPoPP-2025,,https://doi.org/10.1145/3710848.3710890,,ACM Best Paper Awards page and SIGPLAN2025 program badge,https://ppopp25.sigplan.org/program/program-PPoPP-2025,official_page,primary,verified,high,none,,PPOPP-T01,scalable_synchronization_and_concurrent_data_structures,concurrency|synchronization,milestone,yes,impact_needs_review,,
PPoPP-2025-A02,PPoPP,PPoPP,2025,complete,Distinguished Paper,distinguished_paper,Winner,EVeREST: An Effective and Versatile Runtime Energy Saving Tool for GPUs,Anna Yue|Pen-Chung Yew|Sanyam Mehta,PPoPP-2025-P0005,10.1145/3710848.3710875,https://ppopp25.sigplan.org/program/program-PPoPP-2025,,https://doi.org/10.1145/3710848.3710875,,ACM Best Paper Awards page and SIGPLAN2025 program badge,https://ppopp25.sigplan.org/program/program-PPoPP-2025,official_page,primary,verified,high,none,,PPOPP-T06,gpu_heterogeneous_execution_and_memory_management,gpu|heterogeneous,milestone,yes,impact_needs_review,,
PPoPP-2025-A03,PPoPP,PPoPP,2025,complete,Distinguished Paper,distinguished_paper,Winner,BerryBees: Breadth First Search by Bit-Tensor-Cores,Yuyao Niu|Marc Casas,PPoPP-2025-P0025,10.1145/3710848.3710859,https://ppopp25.sigplan.org/program/program-PPoPP-2025,,https://doi.org/10.1145/3710848.3710859,,ACM Best Paper Awards page and SIGPLAN2025 program badge,https://ppopp25.sigplan.org/program/program-PPoPP-2025,official_page,primary,verified,high,none,,PPOPP-T07,sparse_tensor_stencil_and_linear_algebra_kernels,numeric_kernel|sparse_or_tensor,milestone,yes,impact_needs_review,,also Best Artifact
PPoPP-2025-A04,PPoPP,PPoPP,2025,complete,Best Artifact Award,artifact_award,Winner,BerryBees: Breadth First Search by Bit-Tensor-Cores,Yuyao Niu|Marc Casas,PPoPP-2025-P0025,10.1145/3710848.3710859,https://ppopp25.sigplan.org/program/program-PPoPP-2025,,https://doi.org/10.1145/3710848.3710859,,ACM Best Paper Awards page and SIGPLAN2025 program badge,https://ppopp25.sigplan.org/program/program-PPoPP-2025,official_page,primary,verified,high,none,,PPOPP-T07,sparse_tensor_stencil_and_linear_algebra_kernels,numeric_kernel|sparse_or_tensor,none,yes,impact_needs_review,,
PPoPP-2026-A01,PPoPP,PPoPP,2026,complete,Best Paper Award,best_paper,Winner,Binary Compatible Critical Section Delegation,Junyao Zhang|Zhuo Wang|Zhe Zhou,PPoPP-2026-P0001,10.1145/3774934.3786439,https://ppopp26.sigplan.org/program/program-PPoPP-2026,,https://doi.org/10.1145/3774934.3786439,,SIGPLAN2026 official program badge,https://ppopp26.sigplan.org/program/program-PPoPP-2026,official_page,primary,verified,high,none,,PPOPP-T99,uncertain_misc_parallel_algorithms,needs_review,milestone,yes,impact_needs_review,,
PPoPP-2026-A02,PPoPP,PPoPP,2026,complete,Best Paper Nominee,best_paper,Nominee,Rethinking Thread Scheduling under Oversubscription: A User-Space Framework for Coordinating Multi-runtime and Multi-process Workloads,Aleix Roca|Vicenç Beltran,PPoPP-2026-P0005,10.1145/3774934.3786451,https://ppopp26.sigplan.org/program/program-PPoPP-2026,,https://doi.org/10.1145/3774934.3786451,,SIGPLAN2026 official program badge,https://ppopp26.sigplan.org/program/program-PPoPP-2026,official_page,primary,verified,high,none,,PPOPP-T03,task_runtime_scheduling_and_load_balance,runtime_scheduling|task_parallel,milestone,yes,impact_needs_review,,
PPoPP-2026-A03,PPoPP,PPoPP,2026,complete,Best Paper Nominee,best_paper,Nominee,UFO Trees: Practical and Provably-Efficient Parallel Batch-Dynamic Trees,Quinten De Man|Atharva Sharma|Kishen N Gowda|Laxman Dhulipala,PPoPP-2026-P0009,10.1145/3774934.3786431,https://ppopp26.sigplan.org/program/program-PPoPP-2026,,https://doi.org/10.1145/3774934.3786431,,SIGPLAN2026 official program badge,https://ppopp26.sigplan.org/program/program-PPoPP-2026,official_page,primary,verified,high,none,,PPOPP-T01,scalable_synchronization_and_concurrent_data_structures,concurrency|synchronization,milestone,yes,impact_needs_review,,
PPoPP-2026-A04,PPoPP,PPoPP,2026,complete,Best Paper Nominee,best_paper,Nominee,PRISM: An Efficient GPU-Based Lossy Compression Framework for Progressive Data Retrieval with Multi-Level Interpolation,Bing Lu|Zedong Liu|Hairui Zhao|Dejun Luo|Wenjing Huang|Yida Gu|Jinyang Liu|Guangming Tan|Dingwen Tao,PPoPP-2026-P0013,10.1145/3774934.3786438,https://ppopp26.sigplan.org/program/program-PPoPP-2026,,https://doi.org/10.1145/3774934.3786438,,SIGPLAN2026 official program badge,https://ppopp26.sigplan.org/program/program-PPoPP-2026,official_page,primary,verified,high,none,,PPOPP-T06,gpu_heterogeneous_execution_and_memory_management,gpu|heterogeneous,milestone,yes,impact_needs_review,,
PPoPP-2026-A05,PPoPP,PPoPP,2026,complete,Best Artifact Award,artifact_award,Winner,HierCut: Enabling 16-bit Format Mixed Precision for Molecular Dynamics through Hierarchical Cutoff,zeyu song|Lin Gan|Xiaohui Duan|Jiayu Fu|Zhengrui Li|Yinuo Wang|Guangzhao Li|Guangwen Yang,PPoPP-2026-P0024,10.1145/3774934.3786433,https://ppopp26.sigplan.org/program/program-PPoPP-2026,,https://doi.org/10.1145/3774934.3786433,,SIGPLAN2026 official program badge,https://ppopp26.sigplan.org/program/program-PPoPP-2026,official_page,primary,verified,high,none,,PPOPP-T12,scientific_domain_parallel_algorithms,scientific_workload,none,yes,impact_needs_review,,
PPoPP-2026-A06,PPoPP,PPoPP,2026,complete,Best Paper Nominee,best_paper,Nominee,Trojan Horse: Aggregate-and-Batch for Scaling Up Sparse Direct Solvers on GPU Clusters,Yida Li|Siwei Zhang|Yiduo Niu|Yang Du|Qingxiao Sun|Zhou Jin|Weifeng Liu,PPoPP-2026-P0028,10.1145/3774934.3786442,https://ppopp26.sigplan.org/program/program-PPoPP-2026,,https://doi.org/10.1145/3774934.3786442,,SIGPLAN2026 official program badge,https://ppopp26.sigplan.org/program/program-PPoPP-2026,official_page,primary,verified,high,none,,PPOPP-T07,sparse_tensor_stencil_and_linear_algebra_kernels,numeric_kernel|sparse_or_tensor,milestone,yes,impact_needs_review,,
PPoPP-2026-A07,PPoPP,PPoPP,2026,complete,Best Paper Nominee,best_paper,Nominee,CCL-D: A High-Precision Diagnostic System for Slow and Hang Anomalies in Large-Scale Model Training,Yida Gu|Fakang Wang|Jianhao Fu|Zhenhang Sun|Qianyu Zhang|Hairui Zhao|Xingchen Liu|Yang Tian|Wenjing Huang|Zedong Liu|Yifan Chen|Jinwu Yang|Yueyuan Zhou|Qian Zhao|Haoxu Li|Tao Wang|Feng Yu|Zhan Wang|Guangming Tan|Dingwen Tao,PPoPP-2026-P0032,10.1145/3774934.3786429,https://ppopp26.sigplan.org/program/program-PPoPP-2026,,https://doi.org/10.1145/3774934.3786429,,SIGPLAN2026 official program badge,https://ppopp26.sigplan.org/program/program-PPoPP-2026,official_page,primary,verified,high,none,,PPOPP-T09,distributed_deep_learning_training_systems,distributed_training|dnn,milestone,yes,impact_needs_review,,
