paper_id,venue_id,venue_name,year,year_status,title,authors,track,session,paper_type,doi,acm_url,ieee_url,openreview_url,arxiv_url,dblp_url,official_url,proceedings_url,pdf_url,source_title,source_url,source_type,source_priority,verification_status,confidence,topic_primary,topic_secondary,topic_tags,topic_cluster_id,topic_cluster_label,topic_cluster_status,topic_notes,artifact_url,code_url,dataset_url,award_refs,representative_role,representative_score,representative_reason,include_in_report,missing_fields,notes
DAC-2021-P0025,DAC,Design Automation Conference,2021,complete,AppealNet: An Efﬁcient and Highly-Accurate Edge/Cloud Collaborative Architecture for DNN Inference,,Research Manuscript,,accepted_paper,,,,,,,https://58dac.conference-program.com/?post_type=page&p=13&id=RESEARCH614&sess=sess287,https://58dac.conference-program.com/search-program/,,2021 DAC Linklings search program,https://58dac.conference-program.com/search-program/,official_page,primary,verified,high,DAC-T03,AI/ML accelerator quantization-sparsity-dataflow,Design|Design of Cyber-physical Systems and IoT|Hosted in Virtual Platform,DAC-T03,AI/ML accelerator quantization-sparsity-dataflow,provisional,Title/session/topic based Linklings clustering.,,,,,none,,,maybe,authors,
DAC-2021-P0026,DAC,Design Automation Conference,2021,complete,Application of Deep Reinforcement Learning to Dynamic Verification of DRAM Designs,,Research Manuscript,,accepted_paper,,,,,,,https://58dac.conference-program.com/?post_type=page&p=13&id=RESEARCH164&sess=sess290,https://58dac.conference-program.com/search-program/,,2021 DAC Linklings search program,https://58dac.conference-program.com/search-program/,official_page,primary,verified,high,DAC-T01,AI-for-EDA predictive design closure,EDA|Design Verification and Validation|Hosted in Virtual Platform,DAC-T01,AI-for-EDA predictive design closure,provisional,Title/session/topic based Linklings clustering.,,,,,none,,,maybe,authors,
DAC-2021-P0027,DAC,Design Automation Conference,2021,complete,Approximate Equivalence Checking of Noisy Quantum Circuits,,Research Manuscript,,accepted_paper,,,,,,,https://58dac.conference-program.com/?post_type=page&p=13&id=RESEARCH1268&sess=sess291,https://58dac.conference-program.com/search-program/,,2021 DAC Linklings search program,https://58dac.conference-program.com/search-program/,official_page,primary,verified,high,DAC-T08,Verification validation test and silicon lifecycle,EDA|Design Verification and Validation|Hosted in Virtual Platform,DAC-T08,Verification validation test and silicon lifecycle,provisional,Title/session/topic based Linklings clustering.,,,,,none,,,maybe,authors,
DAC-2021-P0028,DAC,Design Automation Conference,2021,complete,Architecture-aware Precision Tuning with Multiple Number Representation Systems*,,Research Manuscript,,accepted_paper,,,,,,,https://58dac.conference-program.com/?post_type=page&p=13&id=RESEARCH915&sess=sess162,https://58dac.conference-program.com/search-program/,,2021 DAC Linklings search program,https://58dac.conference-program.com/search-program/,official_page,primary,verified,high,DAC-T10,Autonomous embedded CPS real-time systems,Embedded Systems|Embedded Software|Hosted in Virtual Platform,DAC-T10,Autonomous embedded CPS real-time systems,provisional,Title/session/topic based Linklings clustering.,,,,,none,,,maybe,authors,
DAC-2021-P0029,DAC,Design Automation Conference,2021,complete,ASBP: Automatic Structured Bit-Pruning for RRAM-based NN Accelerator,,Research Manuscript,,accepted_paper,,,,,,,https://58dac.conference-program.com/?post_type=page&p=13&id=RESEARCH708&sess=sess119,https://58dac.conference-program.com/search-program/,,2021 DAC Linklings search program,https://58dac.conference-program.com/search-program/,official_page,primary,verified,high,DAC-T03,AI/ML accelerator quantization-sparsity-dataflow,Design|AI/ML System Design|Hosted in Virtual Platform,DAC-T03,AI/ML accelerator quantization-sparsity-dataflow,provisional,Title/session/topic based Linklings clustering.,,,,,none,,,maybe,authors,
DAC-2021-P0030,DAC,Design Automation Conference,2021,complete,Attentional Transfer is All You Need: Technology-aware Layout Pattern Generation,,Research Manuscript,,accepted_paper,,,,,,,https://58dac.conference-program.com/?post_type=page&p=13&id=RESEARCH728&sess=sess276,https://58dac.conference-program.com/search-program/,,2021 DAC Linklings search program,https://58dac.conference-program.com/search-program/,official_page,primary,verified,high,DAC-T06,Physical design placement routing timing closure,"EDA|Physical Design and Verification, Lithography and DFM|Hosted in Virtual Platform",DAC-T06,Physical design placement routing timing closure,provisional,Title/session/topic based Linklings clustering.,,,,,none,,,maybe,authors,
DAC-2021-P0031,DAC,Design Automation Conference,2021,complete,Automated Compensation Scheme Design for Operational Amplifier via Bayesian Optimization,,Research Manuscript,,accepted_paper,,,,,,,https://58dac.conference-program.com/?post_type=page&p=13&id=RESEARCH451&sess=sess121,https://58dac.conference-program.com/search-program/,,2021 DAC Linklings search program,https://58dac.conference-program.com/search-program/,official_page,primary,verified,high,DAC-T00,General DAC research manuscript,Design|Digital and Analog Circuits|Hosted in Virtual Platform,DAC-T00,General DAC research manuscript,uncertain,Title/session/topic based Linklings clustering.,,,,,none,,,no,authors,
DAC-2021-P0032,DAC,Design Automation Conference,2021,complete,AutoSVA: Democratizing Formal Verification of RTL Module Interactions,,Research Manuscript,,accepted_paper,,,,,,,https://58dac.conference-program.com/?post_type=page&p=13&id=RESEARCH181&sess=sess132,https://58dac.conference-program.com/search-program/,,2021 DAC Linklings search program,https://58dac.conference-program.com/search-program/,official_page,primary,verified,high,DAC-T05,HLS DSL hardware generation and DSE,EDA|Design Verification and Validation|Presented In-Person,DAC-T05,HLS DSL hardware generation and DSE,provisional,Title/session/topic based Linklings clustering.,,,,,none,,,maybe,authors,
DAC-2021-P0033,DAC,Design Automation Conference,2021,complete,BayesFT: Bayesian Optimization for Fault Tolerant Neural Network Architecture,,Research Manuscript,,accepted_paper,,,,,,,https://58dac.conference-program.com/?post_type=page&p=13&id=RESEARCH963&sess=sess289,https://58dac.conference-program.com/search-program/,,2021 DAC Linklings search program,https://58dac.conference-program.com/search-program/,official_page,primary,verified,high,DAC-T03,AI/ML accelerator quantization-sparsity-dataflow,Design|Approximate Computing for AI/ML|Hosted in Virtual Platform,DAC-T03,AI/ML accelerator quantization-sparsity-dataflow,provisional,Title/session/topic based Linklings clustering.,,,,,none,,,maybe,authors,
DAC-2021-P0034,DAC,Design Automation Conference,2021,complete,Bayesian Inference Based Robust Computing on Memristor Crossbar,,Research Manuscript,,accepted_paper,,,,,,,https://58dac.conference-program.com/?post_type=page&p=13&id=RESEARCH981&sess=sess279,https://58dac.conference-program.com/search-program/,,2021 DAC Linklings search program,https://58dac.conference-program.com/search-program/,official_page,primary,verified,high,DAC-T03,AI/ML accelerator quantization-sparsity-dataflow,Design|Emerging Device Technologies|Hosted in Virtual Platform,DAC-T03,AI/ML accelerator quantization-sparsity-dataflow,provisional,Title/session/topic based Linklings clustering.,,,,,none,,,maybe,authors,
DAC-2021-P0035,DAC,Design Automation Conference,2021,complete,"BHDL: A Lucid, Expressive, and Embedded Programming Language and System for PCB Designs",,Research Manuscript,,accepted_paper,,,,,,,https://58dac.conference-program.com/?post_type=page&p=13&id=RESEARCH538&sess=sess124,https://58dac.conference-program.com/search-program/,,2021 DAC Linklings search program,https://58dac.conference-program.com/search-program/,official_page,primary,verified,high,DAC-T10,Autonomous embedded CPS real-time systems,EDA|System-on-Chip Design Methodology|Presented In-Person,DAC-T10,Autonomous embedded CPS real-time systems,provisional,Title/session/topic based Linklings clustering.,,,,,none,,,maybe,authors,
DAC-2021-P0036,DAC,Design Automation Conference,2021,complete,Bit-Slicing the Hilbert Space: Scaling Up Accurate Quantum Circuit Simulation,,Research Manuscript,,accepted_paper,,,,,,,https://58dac.conference-program.com/?post_type=page&p=13&id=RESEARCH500&sess=sess288,https://58dac.conference-program.com/search-program/,,2021 DAC Linklings search program,https://58dac.conference-program.com/search-program/,official_page,primary,verified,high,DAC-T11,Emerging devices quantum neuromorphic computing,Design|Quantum Computing|Hosted in Virtual Platform,DAC-T11,Emerging devices quantum neuromorphic computing,provisional,Title/session/topic based Linklings clustering.,,,,,none,,,maybe,authors,
DAC-2021-P0037,DAC,Design Automation Conference,2021,complete,Bitwidth-Optimized Energy-Efficient FFT Design via Scaling Information Propagation,,Research Manuscript,,accepted_paper,,,,,,,https://58dac.conference-program.com/?post_type=page&p=13&id=RESEARCH953&sess=sess294,https://58dac.conference-program.com/search-program/,,2021 DAC Linklings search program,https://58dac.conference-program.com/search-program/,official_page,primary,verified,high,DAC-T10,Autonomous embedded CPS real-time systems,Embedded Systems|Embedded System Design Methodologies|Hosted in Virtual Platform,DAC-T10,Autonomous embedded CPS real-time systems,provisional,Title/session/topic based Linklings clustering.,,,,,none,,,maybe,authors,
DAC-2021-P0038,DAC,Design Automation Conference,2021,complete,BlockGNN: Towards Efficient GNN Acceleration Using Block-Circulant Weight Matrices,,Research Manuscript,,accepted_paper,,,,,,,https://58dac.conference-program.com/?post_type=page&p=13&id=RESEARCH363&sess=sess304,https://58dac.conference-program.com/search-program/,,2021 DAC Linklings search program,https://58dac.conference-program.com/search-program/,official_page,primary,verified,high,DAC-T03,AI/ML accelerator quantization-sparsity-dataflow,Design|AI/ML System Design|Hosted in Virtual Platform,DAC-T03,AI/ML accelerator quantization-sparsity-dataflow,provisional,Title/session/topic based Linklings clustering.,,,,,none,,,maybe,authors,
DAC-2021-P0039,DAC,Design Automation Conference,2021,complete,BLOwing Trees to the Ground: Layout Optimization of Decision Trees on Racetrack Memory,,Research Manuscript,,accepted_paper,,,,,,,https://58dac.conference-program.com/?post_type=page&p=13&id=RESEARCH1010&sess=sess305,https://58dac.conference-program.com/search-program/,,2021 DAC Linklings search program,https://58dac.conference-program.com/search-program/,official_page,primary,verified,high,DAC-T04,PIM near-memory and memory-centric acceleration,"Embedded Systems|Embedded Memory, Storage and Networking|Hosted in Virtual Platform",DAC-T04,PIM near-memory and memory-centric acceleration,provisional,Title/session/topic based Linklings clustering.,,,,,none,,,maybe,authors,
DAC-2021-P0040,DAC,Design Automation Conference,2021,complete,BRAHMS: Beyond Conventional RRAM-based Neural Network Accelerators Using Hybrid Analog Memory System,,Research Manuscript,,accepted_paper,,,,,,,https://58dac.conference-program.com/?post_type=page&p=13&id=RESEARCH472&sess=sess158,https://58dac.conference-program.com/search-program/,,2021 DAC Linklings search program,https://58dac.conference-program.com/search-program/,official_page,primary,verified,high,DAC-T03,AI/ML accelerator quantization-sparsity-dataflow,Design|AI/ML System Design|Hosted in Virtual Platform,DAC-T03,AI/ML accelerator quantization-sparsity-dataflow,provisional,Title/session/topic based Linklings clustering.,,,,,none,,,maybe,authors,
DAC-2021-P0041,DAC,Design Automation Conference,2021,complete,CANCELLED: Leveraging Noise and Aggressive Quantization of In-Memory Computing for Robustness Improvement of DNN Hardware Against Adversarial Input and Weight Attacks,,Research Manuscript,,accepted_paper,,,,,,,https://58dac.conference-program.com/?post_type=page&p=13&id=RESEARCH328&sess=sess147,https://58dac.conference-program.com/search-program/,,2021 DAC Linklings search program,https://58dac.conference-program.com/search-program/,official_page,primary,verified,high,DAC-T04,PIM near-memory and memory-centric acceleration,Security|Hardware Security: Attack and Defense|Presented In-Person,DAC-T04,PIM near-memory and memory-centric acceleration,provisional,Title/session/topic based Linklings clustering.,,,,,none,,,maybe,authors,
DAC-2021-P0042,DAC,Design Automation Conference,2021,complete,CascadeHD: Efficient Many-Class Learning Framework Using Hyperdimensional Computing,,Research Manuscript,,accepted_paper,,,,,,,https://58dac.conference-program.com/?post_type=page&p=13&id=RESEARCH695&sess=sess298,https://58dac.conference-program.com/search-program/,,2021 DAC Linklings search program,https://58dac.conference-program.com/search-program/,official_page,primary,verified,high,DAC-T00,General DAC research manuscript,Design|AI/ML System Design|Hosted in Virtual Platform,DAC-T00,General DAC research manuscript,uncertain,Title/session/topic based Linklings clustering.,,,,,none,,,no,authors,
DAC-2021-P0043,DAC,Design Automation Conference,2021,complete,CDAR-DRAM: An In-situ Charge Detection and Adaptive Data Restoration DRAM Architecture for Performance and Energy Efficiency Improvement,,Research Manuscript,,accepted_paper,,,,,,,https://58dac.conference-program.com/?post_type=page&p=13&id=RESEARCH686&sess=sess305,https://58dac.conference-program.com/search-program/,,2021 DAC Linklings search program,https://58dac.conference-program.com/search-program/,official_page,primary,verified,high,DAC-T04,PIM near-memory and memory-centric acceleration,"Embedded Systems|Embedded Memory, Storage and Networking|Hosted in Virtual Platform",DAC-T04,PIM near-memory and memory-centric acceleration,provisional,Title/session/topic based Linklings clustering.,,,,,none,,,maybe,authors,
