award_id,venue_id,venue_name,year,year_status,award_name,award_category,award_rank,title,authors,paper_id,doi,official_url,proceedings_url,publisher_url,secondary_url,source_title,source_url,source_type,source_priority,verification_status,confidence,conflict_status,conflict_notes,topic_primary,topic_secondary,topic_tags,representative_role,milestone_candidate,impact_notes,missing_fields,notes
ICCAD-2022-A11,ICCAD,ICCAD,2022,complete,William J. McCalla ICCAD Best Paper Award,best_paper,Back-End Award,SpecPart: A Supervised Spectral Framework for Hypergraph Partitioning Solution Improvement,Ismail Bustany|Andrew B. Kahng|Ioannis Koutis|Bodhisatta Pramanik|Zhiang Wang,ICCAD-2022-P0021,10.1145/3508352.3549390,https://ieee-ceda.org/awards/awards-recognitions/william-j-mccalla-award,https://doi.org/10.1145/3508352.3549390,https://doi.org/10.1145/3508352.3549390,https://dblp.org/rec/conf/iccad/BustanyKKPW22,William J. McCalla ICCAD Best Paper Award | IEEE CEDA,https://ieee-ceda.org/awards/awards-recognitions/william-j-mccalla-award,official_page,primary,verified,high,none,,T12/T10,placement_routing_floorplan_clock,partition,milestone,yes,Official ICCAD award row; long-term impact beyond award status requires separate citation/artifact audit.,,"Placement, routing, floorplanning, and clock design"
ICCAD-2022-A12,ICCAD,ICCAD,2022,complete,William J. McCalla ICCAD Best Paper Award,test_of_time,Ten-Year Retrospective Most Influential Paper,On reconfiguration-oriented approximate adder design and its application,Rong Ye|Ting-Chi Wang|Feng Yuan|Rakesh Kumar|Qiang Xu,,10.1109/ICCAD.2013.6691096,https://ieee-ceda.org/awards/awards-recognitions/william-j-mccalla-award,,https://doi.org/10.1109/ICCAD.2013.6691096,,William J. McCalla ICCAD Best Paper Award | IEEE CEDA,https://ieee-ceda.org/awards/awards-recognitions/william-j-mccalla-award,official_page,primary,verified,high,minor,ICCAD history lists Qiang Xu; one CEDA source variant has a Qiang Ku typo.,T10/T05,cim_pim_emerging_memory_unconventional_accel,approximate,milestone,yes,Official ICCAD award row; long-term impact beyond award status requires separate citation/artifact audit.,paper_id,"CIM, PIM, emerging memory, and unconventional accelerators; Ten-year retrospective source paper is outside the 2016-2025 local corpus; keep paper_id blank unless corpus expands to 2013."
ICCAD-2021-A13,ICCAD,ICCAD,2021,complete,William J. McCalla ICCAD Best Paper Award,best_paper,Front-End Award,BOOM-Explorer: RISC-V BOOM Microarchitecture Design Space Exploration Framework,Chen Bai|Qi Sun|Jianwang Zhai|Yuzhe Ma|Bei Yu|Martin D. F. Wong,ICCAD-2021-P0017,10.1109/ICCAD51958.2021.9643455,https://2022.iccad.com/history/index.html,https://doi.org/10.1109/ICCAD51958.2021.9643455,https://doi.org/10.1109/ICCAD51958.2021.9643455,https://dblp.org/rec/conf/iccad/BaiSZM0W21,ICCAD 2022 History,https://2022.iccad.com/history/index.html,official_page,primary,verified,high,none,,T07/T06,hls_fpga_reconfigurable_compilation,design_space_exploration|boom|risc-v,milestone,yes,Official ICCAD award row; long-term impact beyond award status requires separate citation/artifact audit.,,"HLS, FPGA, reconfigurable compilation, and DSE"
ICCAD-2021-A14,ICCAD,ICCAD,2021,complete,William J. McCalla ICCAD Best Paper Award,best_paper,Back-End Award,Analytical Modeling of Transient Electromigration Stress based on Boundary Reflections,Mohammad Abdullah Al Shohel|Vidya A. Chhabria|Nestor Evmorfopoulos|Sachin S. Sapatnekar,ICCAD-2021-P0110,10.1109/ICCAD51958.2021.9643570,https://2022.iccad.com/history/index.html,https://doi.org/10.1109/ICCAD51958.2021.9643570,https://doi.org/10.1109/ICCAD51958.2021.9643570,https://dblp.org/rec/conf/iccad/ShohelCES21,ICCAD 2022 History,https://2022.iccad.com/history/index.html,official_page,primary,verified,high,none,,T12/T10,timing_power_thermal_reliability_signoff,electromigration,milestone,yes,Official ICCAD award row; long-term impact beyond award status requires separate citation/artifact audit.,,"Timing, power, thermal, reliability, and signoff"
ICCAD-2021-A15,ICCAD,ICCAD,2021,complete,William J. McCalla ICCAD Best Paper Award,test_of_time,Ten-Year Retrospective Most Influential Paper,MACACO: Modeling and Analysis of Circuits for Approximate Computing,Rangharajan Venkatesan|Amit Agarwal|Kaushik Roy|Anand Raghunathan,,10.1109/ICCAD.2011.6105401,https://2022.iccad.com/history/index.html,,https://doi.org/10.1109/ICCAD.2011.6105401,,ICCAD 2022 History,https://2022.iccad.com/history/index.html,official_page,primary,verified,high,none,,T10/T05,cim_pim_emerging_memory_unconventional_accel,approximate,milestone,yes,Official ICCAD award row; long-term impact beyond award status requires separate citation/artifact audit.,paper_id,"CIM, PIM, emerging memory, and unconventional accelerators; Ten-year retrospective source paper is outside the 2016-2025 local corpus; keep paper_id blank unless corpus expands to 2011."
ICCAD-2020-A16,ICCAD,ICCAD,2020,complete,William J. McCalla ICCAD Best Paper Award,best_paper,Front-End Award,HyperFuzzing for SoC Security Validation,Sujit Kumar Muduli|Gourav Takhar|Pramod Subramanayan,ICCAD-2020-P0111,10.1145/3400302.3415709,https://2022.iccad.com/history/index.html,https://doi.org/10.1145/3400302.3415709,https://doi.org/10.1145/3400302.3415709,https://dblp.org/rec/conf/iccad/MuduliTS20,ICCAD 2022 History,https://2022.iccad.com/history/index.html,official_page,primary,verified,high,minor,Award/history spelling differs from publisher metadata for Pramod Subramanyan/Subramanayan.,T12/T11,hardware_security_privacy_trust,security,milestone,yes,Official ICCAD award row; long-term impact beyond award status requires separate citation/artifact audit.,,"Hardware security, privacy, and trust"
ICCAD-2020-A17,ICCAD,ICCAD,2020,complete,William J. McCalla ICCAD Best Paper Award,best_paper,Back-End Award,Electromigration Checking Using a Stochastic Effective Current Model,Adam Issa|Valeriy Sukharev|Farid N. Najm,ICCAD-2020-P0064,10.1145/3400302.3415635,https://2022.iccad.com/history/index.html,https://doi.org/10.1145/3400302.3415635,https://doi.org/10.1145/3400302.3415635,https://dblp.org/rec/conf/iccad/IssaSN20,ICCAD 2022 History,https://2022.iccad.com/history/index.html,official_page,primary,verified,high,none,,T12/T10,timing_power_thermal_reliability_signoff,electromigration,milestone,yes,Official ICCAD award row; long-term impact beyond award status requires separate citation/artifact audit.,,"Timing, power, thermal, reliability, and signoff"
ICCAD-2020-A18,ICCAD,ICCAD,2020,complete,William J. McCalla ICCAD Best Paper Award,test_of_time,Ten-Year Retrospective Most Influential Paper,3D-ICE: Fast Compact Transient Thermal Modeling for 3D ICs with Inter-Tier Liquid Cooling,A. Sridhar|A. Vincenzi|M. Ruggiero|T. Brunschwiler|D. Atienza,,10.1109/ICCAD.2010.5653749,https://2022.iccad.com/history/index.html,,https://doi.org/10.1109/ICCAD.2010.5653749,,ICCAD 2022 History,https://2022.iccad.com/history/index.html,official_page,primary,verified,high,none,,T12/T10,timing_power_thermal_reliability_signoff,thermal,tool_benchmark,yes,Official ICCAD award row; long-term impact beyond award status requires separate citation/artifact audit.,paper_id,"Timing, power, thermal, reliability, and signoff; Ten-year retrospective source paper is outside the 2016-2025 local corpus; keep paper_id blank unless corpus expands to 2010."
ICCAD-2019-A19,ICCAD,ICCAD,2019,complete,William J. McCalla ICCAD Best Paper Award,best_paper,Front-End Award,Analyzing and Modeling In-Storage Computing Workloads On EISC - An FPGA-Based System-Level Emulation Platform,Zhenyuan Ruan|Tong He|Jason Cong,ICCAD-2019-P0094,10.1109/ICCAD45719.2019.8942135,https://2022.iccad.com/history/index.html,https://doi.org/10.1109/ICCAD45719.2019.8942135,https://doi.org/10.1109/ICCAD45719.2019.8942135,https://dblp.org/rec/conf/iccad/RuanHC19,ICCAD 2022 History,https://2022.iccad.com/history/index.html,official_page,primary,verified,high,none,,T07/T06,hls_fpga_reconfigurable_compilation,fpga|emulation,milestone,yes,Official ICCAD award row; long-term impact beyond award status requires separate citation/artifact audit.,,"HLS, FPGA, reconfigurable compilation, and DSE"
ICCAD-2019-A20,ICCAD,ICCAD,2019,complete,William J. McCalla ICCAD Best Paper Award,best_paper,Back-End Award,Power Grid Fixing for Electromigration-induced Voltage Failures,Zahi Moudallal|Valeriy Sukharev|Farid N. Najm,ICCAD-2019-P0078,10.1109/ICCAD45719.2019.8942141,https://2022.iccad.com/history/index.html,https://doi.org/10.1109/ICCAD45719.2019.8942141,https://doi.org/10.1109/ICCAD45719.2019.8942141,https://dblp.org/rec/conf/iccad/MoudallalSN19,ICCAD 2022 History,https://2022.iccad.com/history/index.html,official_page,primary,verified,high,none,,T12/T10,timing_power_thermal_reliability_signoff,electromigration|power_grid,milestone,yes,Official ICCAD award row; long-term impact beyond award status requires separate citation/artifact audit.,,"Timing, power, thermal, reliability, and signoff"
ICCAD-2019-A21,ICCAD,ICCAD,2019,complete,William J. McCalla ICCAD Best Paper Award,test_of_time,Ten-Year Retrospective Most Influential Paper,Nonvolatile Memristor Memory: Device Characteristics and Design Implications,Yenpo Ho|Garng M. Huang|Peng Li,,10.1145/1687399.1687491,https://2022.iccad.com/history/index.html,,https://doi.org/10.1145/1687399.1687491,,ICCAD 2022 History,https://2022.iccad.com/history/index.html,official_page,primary,verified,high,none,,T10/T05,cim_pim_emerging_memory_unconventional_accel,nonvolatile|memristor,milestone,yes,Official ICCAD award row; long-term impact beyond award status requires separate citation/artifact audit.,paper_id,"CIM, PIM, emerging memory, and unconventional accelerators; Ten-year retrospective source paper is outside the 2016-2025 local corpus; keep paper_id blank unless corpus expands to 2009."
ICCAD-2018-A22,ICCAD,ICCAD,2018,complete,William J. McCalla ICCAD Best Paper Award,best_paper,Front-End Award,DNNBuilder: an Automated Tool for Building High-Performance DNN Hardware Accelerators for FPGAs,Xiaofan Zhang|Junsong Wang|Chao Zhu|Yonghua Lin|Jinjun Xiong|Wen-Mei Hwu|Deming Chen,ICCAD-2018-P0129,10.1145/3240765.3240801,https://2022.iccad.com/history/index.html,https://doi.org/10.1145/3240765.3240801,https://doi.org/10.1145/3240765.3240801,https://dblp.org/rec/conf/iccad/ZhangWZLXHC18,ICCAD 2022 History,https://2022.iccad.com/history/index.html,official_page,primary,verified,high,none,,T07/T06,hls_fpga_reconfigurable_compilation,fpga,milestone,yes,Official ICCAD award row; long-term impact beyond award status requires separate citation/artifact audit.,,"HLS, FPGA, reconfigurable compilation, and DSE"
ICCAD-2018-A23,ICCAD,ICCAD,2018,complete,William J. McCalla ICCAD Best Paper Award,best_paper,Back-End Award,PolyCleaner: Clean Your Polynomials Before Backward Rewriting to Verify Million-Gate Multipliers,Alireza Mahzoon|Daniel Grosse|Rolf Drechsler,ICCAD-2018-P0080,10.1145/3240765.3240837,https://2022.iccad.com/history/index.html,https://doi.org/10.1145/3240765.3240837,https://doi.org/10.1145/3240765.3240837,https://dblp.org/rec/conf/iccad/MahzoonGD18,ICCAD 2022 History,https://2022.iccad.com/history/index.html,official_page,primary,verified,high,none,,T12/T11,logic_synthesis_mapping_sat_formal,multiplier,milestone,yes,Official ICCAD award row; long-term impact beyond award status requires separate citation/artifact audit.,,"Logic synthesis, mapping, SAT, and formal methods"
ICCAD-2018-A24,ICCAD,ICCAD,2018,complete,William J. McCalla ICCAD Best Paper Award,test_of_time,Ten-Year Retrospective Most Influential Paper,A Low-Overhead Fault Tolerance Scheme for TSV-Based 3D Network on Chip Links,Igor Loi|Luca Benini|Subhasish Mitra|Thomas H. Lee|Shinobu Fujita,,10.1109/ICCAD.2008.4681638,https://2022.iccad.com/history/index.html,,https://doi.org/10.1109/ICCAD.2008.4681638,,ICCAD 2022 History,https://2022.iccad.com/history/index.html,official_page,primary,verified,high,none,,T12,other_needs_review,eda|cad|needs_review,milestone,yes,Official ICCAD award row; long-term impact beyond award status requires separate citation/artifact audit.,paper_id,Other or needs-review ICCAD proceedings rows; Ten-year retrospective source paper is outside the 2016-2025 local corpus; keep paper_id blank unless corpus expands to 2008.
ICCAD-2017-A25,ICCAD,ICCAD,2017,complete,William J. McCalla ICCAD Best Paper Award,best_paper,Front-End Award,COMBA: A comprehensive model-based analysis framework for high level synthesis of real applications,Jieru Zhao|Liang Feng|Wei Zhang|Sharad Sinha|Yun Liang|Bingsheng He,ICCAD-2017-P0137,10.1109/ICCAD.2017.8203809,https://2022.iccad.com/history/index.html,https://doi.org/10.1109/ICCAD.2017.8203809,https://doi.org/10.1109/ICCAD.2017.8203809,https://dblp.org/rec/conf/iccad/ZhaoFSZLH17,ICCAD 2022 History,https://2022.iccad.com/history/index.html,official_page,primary,verified,high,minor,"CEDA award page omits Wei Zhang; ICCAD history, DBLP and publisher metadata include Wei Zhang.",T07/T06,hls_fpga_reconfigurable_compilation,high_level_synthesis,milestone,yes,Official ICCAD award row; long-term impact beyond award status requires separate citation/artifact audit.,,"HLS, FPGA, reconfigurable compilation, and DSE"
ICCAD-2017-A26,ICCAD,ICCAD,2017,complete,William J. McCalla ICCAD Best Paper Award,best_paper,Back-End Award,SALT: Provably good routing topology by a novel steiner shallow-light tree algorithm,Gengjie Chen|Peishan Tu|Evangeline F. Y. Young,ICCAD-2017-P0022,10.1109/ICCAD.2017.8203828,https://2022.iccad.com/history/index.html,https://doi.org/10.1109/ICCAD.2017.8203828,https://doi.org/10.1109/ICCAD.2017.8203828,https://dblp.org/rec/conf/iccad/ChenTY17,ICCAD 2022 History,https://2022.iccad.com/history/index.html,official_page,primary,verified,high,none,,T12/T10,placement_routing_floorplan_clock,routing|steiner,milestone,yes,Official ICCAD award row; long-term impact beyond award status requires separate citation/artifact audit.,,"Placement, routing, floorplanning, and clock design"
ICCAD-2017-A27,ICCAD,ICCAD,2017,complete,William J. McCalla ICCAD Best Paper Award,test_of_time,Ten-Year Retrospective Most Influential Paper,Lightweight Secure PUFs,Mehrdad Majzoobi|Farinaz Koushanfar|Miodrag Potkonjak,,10.1109/ICCAD.2008.4681648,https://2022.iccad.com/history/index.html,,https://doi.org/10.1109/ICCAD.2008.4681648,,ICCAD 2022 History,https://2022.iccad.com/history/index.html,official_page,primary,verified,high,none,,T12,other_needs_review,eda|cad|needs_review,milestone,yes,Official ICCAD award row; long-term impact beyond award status requires separate citation/artifact audit.,paper_id,Other or needs-review ICCAD proceedings rows; Ten-year retrospective source paper is outside the 2016-2025 local corpus; keep paper_id blank unless corpus expands to 2008.
ICCAD-2016-A28,ICCAD,ICCAD,2016,complete,William J. McCalla ICCAD Best Paper Award,best_paper,Front-End Award,Malicious LUT: A stealthy FPGA Trojan injected and triggered by the design flow,Christian Krieg|Clifford Wolf|Axel Jantsch,ICCAD-2016-P0054,10.1145/2966986.2967054,https://2022.iccad.com/history/index.html,https://doi.org/10.1145/2966986.2967054,https://doi.org/10.1145/2966986.2967054,https://dblp.org/rec/conf/iccad/KriegWJ16,ICCAD 2022 History,https://2022.iccad.com/history/index.html,official_page,primary,verified,high,none,,T07/T06,hls_fpga_reconfigurable_compilation,fpga,milestone,yes,Official ICCAD award row; long-term impact beyond award status requires separate citation/artifact audit.,,"HLS, FPGA, reconfigurable compilation, and DSE"
ICCAD-2016-A29,ICCAD,ICCAD,2016,complete,William J. McCalla ICCAD Best Paper Award,best_paper,Back-End Award,Fast physics-based electromigration checking for on-die power grids,Sandeep Chatterjee|Valeriy Sukharev|Farid N. Najm,ICCAD-2016-P0018,10.1145/2966986.2967041,https://2022.iccad.com/history/index.html,https://doi.org/10.1145/2966986.2967041,https://doi.org/10.1145/2966986.2967041,https://dblp.org/rec/conf/iccad/ChatterjeeSN16,ICCAD 2022 History,https://2022.iccad.com/history/index.html,official_page,primary,verified,high,none,,T12/T10,timing_power_thermal_reliability_signoff,electromigration|power_grid,milestone,yes,Official ICCAD award row; long-term impact beyond award status requires separate citation/artifact audit.,,"Timing, power, thermal, reliability, and signoff"
ICCAD-2016-A30,ICCAD,ICCAD,2016,complete,William J. McCalla ICCAD Best Paper Award,test_of_time,Ten-Year Retrospective Most Influential Paper,An Analytical Model for Negative Bias Temperature Instability,Sanjay V. Kumar|Chris H. Kim|Sachin S. Sapatnekar,,10.1145/1233501.1233601,https://2022.iccad.com/history/index.html,,https://doi.org/10.1145/1233501.1233601,,ICCAD 2022 History,https://2022.iccad.com/history/index.html,official_page,primary,verified,high,none,,T12,other_needs_review,eda|cad|needs_review,milestone,yes,Official ICCAD award row; long-term impact beyond award status requires separate citation/artifact audit.,paper_id,Other or needs-review ICCAD proceedings rows; Ten-year retrospective source paper is outside the 2016-2025 local corpus; keep paper_id blank unless corpus expands to 2006.
