award_id,venue_id,venue_name,year,year_status,award_name,award_category,award_rank,title,authors,paper_id,doi,official_url,proceedings_url,publisher_url,secondary_url,source_title,source_url,source_type,source_priority,verification_status,confidence,conflict_status,conflict_notes,topic_primary,topic_secondary,topic_tags,representative_role,milestone_candidate,impact_notes,missing_fields,notes
ISCA-2023-A11,ISCA,ISCA,2023,complete,Influential ISCA Paper Award,test_of_time,Winner,3D-Stacked Memory Architectures for Multi-core Processors,Gabriel Loh,,,https://www.sigarch.org/benefit/awards/acm-sigarchieee-cs-tcca-influential-isca-paper-award/,,,,ISCA 2023 official award recipients page,https://www.sigarch.org/benefit/awards/acm-sigarchieee-cs-tcca-influential-isca-paper-award/,official_page,primary,verified,high,none,,T11,outside_current_corpus_needs_review,historical_award|outside_corpus|needs_review,milestone,maybe,Venue award/artifact signal only; long-term impact remains impact_unverified unless separately cited.,paper_id,Historical influential award outside 2016-2026 accepted-paper corpus. SIGARCH/TCCA Influential ISCA Paper Award page lists this as the 2023 award for ISCA 2008.
ISCA-2023-A23,ISCA,ISCA,2023,complete,ISCA Artifact Award,artifact_award,Winner,RowPress: Amplifying Read-Disturbance in Modern DRAM Chips,Haocong Luo|Ataberk Olgun|Giray Yaglikci|Yahya Can Tugrul|Steve Rhyner|Meryem Banu Cavlak|Joel Lindegger|Mohammad Sadrosadati|Onur Mutlu,ISCA-2023-P0046,10.1145/3579371.3589063,https://www.sigarch.org/other-announcements/congratulating-isca-2023-awards-recipients/,https://doi.org/10.1145/3579371.3589063,,,ISCA 2023 official award recipients page,https://www.sigarch.org/other-announcements/congratulating-isca-2023-awards-recipients/,official_page,primary,verified,high,minor,Official award title hyphenates Read-Disturbance; local DBLP title uses Read Disturbance. Author diacritics also differ from DBLP normalization.,T10/T12,T11,memory|dram|rowhammer|reliability|artifact,milestone,maybe,Venue artifact-award signal only; long-term impact remains impact_unverified unless separately cited.,,SIGARCH ISCA 2023 awards-recipient post lists RowPress as an ISCA Artifact Award winner; aligned to ISCA-2023-P0046.
ISCA-2023-A24,ISCA,ISCA,2023,complete,ISCA Artifact Award,artifact_award,Winner,RoSE: A Hardware-Software Co-Simulation Infrastructure Enabling Pre-Silicon Full-Stack Robotics SoC Evaluation,Dima Nikiforov|Shengjun Kris Dong|Chengyi Lux Zhang|Seah Kim|Borivoje Nikolic|Yakun Sophia Shao,ISCA-2023-P0058,10.1145/3579371.3589099,https://www.sigarch.org/other-announcements/congratulating-isca-2023-awards-recipients/,https://doi.org/10.1145/3579371.3589099,,,ISCA 2023 official award recipients page,https://www.sigarch.org/other-announcements/congratulating-isca-2023-awards-recipients/,official_page,primary,verified,high,minor,Official SIGARCH page uses Shengjun Kris Dong; papers.csv/DBLP row uses Shengjun Chris Dong.,T04/T11,T06;T12,robotics|soc|simulation|artifact|co_design,tool_benchmark,maybe,Venue artifact-award signal only; long-term impact remains impact_unverified unless separately cited.,,SIGARCH ISCA 2023 awards-recipient post lists RoSE as an ISCA Artifact Award winner; aligned to ISCA-2023-P0058 with author-string variant noted.
ISCA-2024-A12,ISCA,ISCA,2024,complete,ISCA Best Paper Award,best_paper,Winner,Constable: Improving Performance and Power Efficiency by Safely Eliminating Load Execution,R. Bera|A. Ranganathan|J. Rakshit|S. Mahto|A. Nori|J. Gaur|A. Olgun|K. Kanellopoulos|M. Sadrosadati|S. Subramoney|O. Mutlu,ISCA-2024-P0006,10.1109/ISCA59077.2024.00017,https://iscaconf.org/isca2024/,https://doi.org/10.1109/ISCA59077.2024.00017,https://doi.org/10.1109/ISCA59077.2024.00017,https://dblp.org/rec/conf/isca/BeraRRMNGOKSSM24,ISCA 2024 official award recipients page,https://iscaconf.org/isca2024/,official_page,primary,verified,high,minor,Official award title differs slightly from DBLP title `Constable: Improving Performance and Power Efficiency by Safely Eliminating Load Instruction Execution`.,T10/T11,T08;T12,core|gpu|isa|microarchitecture,milestone,yes,Venue award/artifact signal only; long-term impact remains impact_unverified unless separately cited.,,Core/GPU microarch. Official ISCA 2024 home page lists this under 2024 ISCA Best Paper Award.
ISCA-2024-A13,ISCA,ISCA,2024,complete,ISCA Distinguished Artifact Award,artifact_award,Winner,Tetris: A Compilation Framework for VQA Applications in Quantum Computing,Y. Jin|Z. Li|F. Hua|T. Hao|H. Zhou|Y. Huang|Z. Zhang,ISCA-2024-P0032,10.1109/ISCA59077.2024.00029,https://iscaconf.org/isca2024/,https://doi.org/10.1109/ISCA59077.2024.00029,https://doi.org/10.1109/ISCA59077.2024.00029,https://dblp.org/rec/conf/isca/JinLHHZHZ24,ISCA 2024 official award recipients page,https://iscaconf.org/isca2024/,official_page,primary,verified,high,none,,T12,T07;T11,quantum|emerging|neuromorphic|intermittent,milestone,maybe,Venue award/artifact signal only; long-term impact remains impact_unverified unless separately cited.,,Quantum/emerging. Official ISCA 2024 home page lists this under 2024 ISCA Distinguished Artifact Award.
ISCA-2024-A14,ISCA,ISCA,2024,complete,ISCA Distinguished Artifact Award,artifact_award,Winner,FireAxe: Partitioned FPGA-Accelerated Simulation of Large-Scale RTL Designs,J. Whangbo|E. Lim|C. Zhang|K. Anderson|A. Gonzalez|R. Gupta|N. Krishnakumar|S. Karandikar|B. Nikolic|S. Shao|K. Asanovic,ISCA-2024-P0078,10.1109/ISCA59077.2024.00044,https://iscaconf.org/isca2024/,https://doi.org/10.1109/ISCA59077.2024.00044,https://doi.org/10.1109/ISCA59077.2024.00044,https://dblp.org/rec/conf/isca/WhangboLZAGGKKNSA24,ISCA 2024 official award recipients page,https://iscaconf.org/isca2024/,official_page,primary,verified,high,none,,T07/T11,T06;T08;T12,compiler|modeling|simulation|benchmark|dse,milestone,maybe,Venue award/artifact signal only; long-term impact remains impact_unverified unless separately cited.,,Compiler/model/sim. Official ISCA 2024 home page lists this under 2024 ISCA Distinguished Artifact Award.
ISCA-2024-A15,ISCA,ISCA,2024,complete,ISCA Distinguished Artifact Award,artifact_award,Winner,DaCapo: Accelerating Continuous Learning in Autonomous Systems for Video Analytics,Y. Kim|C. Oh|J. Hwang|W. Kim|S. Oh|Y. Lee|H. Sharma|A. Yazdanbakhsh|J. Park,ISCA-2024-P0037,10.1109/ISCA59077.2024.00093,https://iscaconf.org/isca2024/,https://doi.org/10.1109/ISCA59077.2024.00093,https://doi.org/10.1109/ISCA59077.2024.00093,https://dblp.org/rec/conf/isca/KimOHKOLSYP24,ISCA 2024 official award recipients page,https://iscaconf.org/isca2024/,official_page,primary,verified,high,none,,T03/T04,T05;T06;T08;T11,neural_rendering|nerf|3dgs|graphics|robotics|vision,milestone,maybe,Venue award/artifact signal only; long-term impact remains impact_unverified unless separately cited.,,Rendering/robotics/vision. Official ISCA 2024 home page lists this under 2024 ISCA Distinguished Artifact Award.
ISCA-2024-A16,ISCA,ISCA,2024,complete,ISCA Distinguished Artifact Award,artifact_award,Winner,The Dataflow Abstract Machine Simulator Framework,N. Zhang|R. Lacouture|G. Sohn|P. Mure|Q. Zhang|F. Kjolstad|K. Olukotun,ISCA-2024-P0083,10.1109/ISCA59077.2024.00046,https://iscaconf.org/isca2024/,https://doi.org/10.1109/ISCA59077.2024.00046,https://doi.org/10.1109/ISCA59077.2024.00046,https://dblp.org/rec/conf/isca/ZhangLSMZKO24,ISCA 2024 official award recipients page,https://iscaconf.org/isca2024/,official_page,primary,verified,high,none,,T07/T11,T06;T08;T12,compiler|modeling|simulation|benchmark|dse,milestone,maybe,Venue award/artifact signal only; long-term impact remains impact_unverified unless separately cited.,,Compiler/model/sim. Official ISCA 2024 home page lists this under 2024 ISCA Distinguished Artifact Award.
ISCA-2024-A17,ISCA,ISCA,2024,complete,Influential ISCA Paper Award,test_of_time,Winner,"Exploiting ILP, TLP, and DLP with the polymorphous TRIPS architecture",Karthikeyan Sankaralingam|Ramadass Nagarajan|Haiming Liu|Changkyu Kim|Jaehyuk Huh|Doug Burger|Stephen W. Keckler|Charles R. Moore,,,https://www.sigarch.org/benefit/awards/acm-sigarchieee-cs-tcca-influential-isca-paper-award/,,,,ISCA 2024 official award recipients page,https://www.sigarch.org/benefit/awards/acm-sigarchieee-cs-tcca-influential-isca-paper-award/,official_page,primary,verified,high,none,,T11,outside_current_corpus_needs_review,historical_award|outside_corpus|needs_review,milestone,maybe,Venue award/artifact signal only; long-term impact remains impact_unverified unless separately cited.,paper_id,Historical influential award outside 2016-2026 accepted-paper corpus. SIGARCH/TCCA Influential ISCA Paper Award page lists this as the 2024 award for ISCA 2003.
ISCA-2025-A18,ISCA,ISCA,2025,complete,ISCA Best Paper Award,best_paper,Winner,Precise exceptions in relaxed architectures,Ben Simner|Alasdair Armstrong|Thomas Bauereiss|Brian Campbell|Ohad Kammar|Jean Pichon-Pharabod|Peter Sewell,ISCA-2025-P0098,10.1145/3695053.3731102,https://iscaconf.org/isca2025/,https://doi.org/10.1145/3695053.3731102,https://doi.org/10.1145/3695053.3731102,https://dblp.org/rec/conf/isca/SimnerAB0KPS25,ISCA 2025 official award recipients page,https://iscaconf.org/isca2025/,official_page,primary,verified,high,none,,T10/T11,T08;T12,core|gpu|isa|microarchitecture,milestone,yes,Venue award/artifact signal only; long-term impact remains impact_unverified unless separately cited.,,Core/GPU microarch. Official ISCA 2025 home page lists this under 2025 ISCA Best Paper Award.
ISCA-2025-A19,ISCA,ISCA,2025,complete,ISCA Best Paper Award,best_paper,Winner,H2-LLM: Hardware-Dataflow Co-Exploration for Heterogeneous Hybrid-Bonding-based Low-Batch LLM Inference,Cong Li|Yihan Yin|Xintong Wu|Jingchen Zhu|Zhutianya Gao|Dimin Niu|Qiang Wu|Xin Si|Yuan Xie|Chen Zhang|Guangyu Sun,ISCA-2025-P0069,10.1145/3695053.3731008,https://iscaconf.org/isca2025/,https://doi.org/10.1145/3695053.3731008,https://doi.org/10.1145/3695053.3731008,https://dblp.org/rec/conf/isca/LiYWZGNWS0Z025,ISCA 2025 official award recipients page,https://iscaconf.org/isca2025/,official_page,primary,verified,high,minor,Official ISCA 2025 home page lists this under 2025 ISCA Best Paper Award; source text has a typo before the author list.,T01/T02,T05;T08;T10,llm|genai|transformer|moe|rag|kv_cache,milestone,yes,Venue award/artifact signal only; long-term impact remains impact_unverified unless separately cited.,,LLM/GenAI. Official ISCA 2025 home page lists this under 2025 ISCA Best Paper Award; source text has a typo before the author list.
ISCA-2025-A20,ISCA,ISCA,2025,complete,ISCA Best Paper Honorable Mentions,honorable_mention,Honorable Mention,The XOR Cache: A Catalyst for Compression,Zhewen Pan|Joshua San Miguel,ISCA-2025-P0002,10.1145/3695053.3730995,https://iscaconf.org/isca2025/,https://doi.org/10.1145/3695053.3730995,https://doi.org/10.1145/3695053.3730995,https://dblp.org/rec/conf/isca/0001M25,ISCA 2025 official award recipients page,https://iscaconf.org/isca2025/,official_page,primary,verified,high,none,,T10,T01;T06;T11;T12,memory|pim|storage|cache|data_movement,frontier,yes,Venue award/artifact signal only; long-term impact remains impact_unverified unless separately cited.,,Memory/PIM/storage. Official ISCA 2025 home page lists this under 2025 ISCA Best Paper Honorable Mentions.
ISCA-2025-A21,ISCA,ISCA,2025,complete,ISCA Best Paper Honorable Mentions,honorable_mention,Honorable Mention,Rethinking Prefetching for Intermittent Computing,Gan Fang|Jianping Zeng|Aditya Gupta|Changhee Jung,ISCA-2025-P0031,10.1145/3695053.3731038,https://iscaconf.org/isca2025/,https://doi.org/10.1145/3695053.3731038,https://doi.org/10.1145/3695053.3731038,https://dblp.org/rec/conf/isca/Fang0GJ25,ISCA 2025 official award recipients page,https://iscaconf.org/isca2025/,official_page,primary,verified,high,none,,T12,T07;T11,quantum|emerging|neuromorphic|intermittent,frontier,yes,Venue award/artifact signal only; long-term impact remains impact_unverified unless separately cited.,,Quantum/emerging. Official ISCA 2025 home page lists this under 2025 ISCA Best Paper Honorable Mentions.
ISCA-2025-A22,ISCA,ISCA,2025,complete,Influential ISCA Paper Award,test_of_time,Winner,New Cache Designs for Thwarting Software Cache-based Side Channel Attacks,Zhenghong Wang|Ruby Lee,,,https://www.sigarch.org/benefit/awards/acm-sigarchieee-cs-tcca-influential-isca-paper-award/,,,,ISCA 2025 official award recipients page,https://www.sigarch.org/benefit/awards/acm-sigarchieee-cs-tcca-influential-isca-paper-award/,official_page,primary,verified,high,none,,T11,outside_current_corpus_needs_review,historical_award|outside_corpus|needs_review,milestone,maybe,Venue award/artifact signal only; long-term impact remains impact_unverified unless separately cited.,paper_id,Historical influential award outside 2016-2026 accepted-paper corpus. SIGARCH/TCCA Influential ISCA Paper Award page lists this as the 2025 award for ISCA 2007.
